version,release_date,feature_name,category,models,hardware,description
2024.26.20,"August 23, 2024",Vision-Based Attention Monitoring,New Feature,,,
2024.26.20,"August 23, 2024",Full Self-Driving (Supervised),New Feature,,,
2024.26.20,"August 23, 2024",YouTube Music,New Feature,,,
2024.26.20,"August 23, 2024",Go on Green,New Feature,,,
2024.26.20,"August 23, 2024",Vision Speed Limits,New Feature,,,
2024.26.20,"August 23, 2024",Amazon Music,New Feature,,,
2024.26.20,"August 23, 2024",Castle Doombad Classic,New Feature,,,
2024.26.20,"August 23, 2024",Parental Controls,New Feature,,,
2024.26.20,"August 23, 2024",Weather Forecast and Air Quality,New Feature,,,
2024.26.20,"August 23, 2024",Schedule Charge and Preconditioning,New Feature,,,
2024.26.20,"August 23, 2024",Navigate to Sub-Destinations,New Feature,,,
2024.26.20,"August 23, 2024",Other Updates,New Feature,,,
2024.26.20,"August 23, 2024",Security Improvements,New Feature,,,
2024.26.20,"August 23, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,,,
2024.26.20,"August 23, 2024",Hide Music Services Per Profile,Undocumented Change,,,
2024.26.20,"August 23, 2024",Audio Balance Per Profile,Undocumented Change,,,
2024.26.20,"August 23, 2024",Service Center Tips,Undocumented Change,,,
2024.26.20,"August 23, 2024",Reduce Fan Speed Hint,Undocumented Change,,,
2024.26.20,"August 23, 2024",Reduce Fan Speed Option,Undocumented Change,,,
2024.26.20,"August 23, 2024",New Key Required Screen,Undocumented Change,,,
2024.26.20,"August 23, 2024",Improved Front Camera Clarity,Undocumented Change,,,
2024.26.20,"August 23, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,,,
2024.26.20,"August 23, 2024",New Ambient Lighting Options,Undocumented Change,,,
2024.26.20,"August 23, 2024",Improved Climate Panel,Undocumented Change,,,
2024.26.3.1,"July 27, 2024",YouTube Music,New Feature,,,
2024.26.3.1,"July 27, 2024",Go on Green,New Feature,,,
2024.26.3.1,"July 27, 2024",Vision Speed Limits,New Feature,,,
2024.26.3.1,"July 27, 2024",Amazon Music,New Feature,,,
2024.26.3.1,"July 27, 2024",Castle Doombad Classic,New Feature,,,
2024.26.3.1,"July 27, 2024",Parental Controls,New Feature,,,
2024.26.3.1,"July 27, 2024",Weather Forecast and Air Quality,New Feature,,,
2024.26.3.1,"July 27, 2024",Schedule Charge and Preconditioning,New Feature,,,
2024.26.3.1,"July 27, 2024",Navigate to Sub-Destinations,New Feature,,,
2024.26.3.1,"July 27, 2024",Other Updates,New Feature,,,
2024.26.3.1,"July 27, 2024",Security Improvements,New Feature,,,
2024.26.3.1,"July 27, 2024",Automatic Emergency Braking in Reverse,New Feature,,,
2024.26.3.1,"July 27, 2024",Forward Collision Warning Improvements,New Feature,,,
2024.26.3.1,"July 27, 2024",Autopilot Suspension,New Feature,,,
2024.26.3.1,"July 27, 2024",FSD (Supervised) v12.3.6,New Feature,,,
2024.26.3.1,"July 27, 2024",Full Self-Driving (Supervised),New Feature,,,
2024.26.3.1,"July 27, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,,,
2024.26.3.1,"July 27, 2024",Hide Music Services Per Profile,Undocumented Change,,,
2024.26.3.1,"July 27, 2024",Audio Balance Per Profile,Undocumented Change,,,
2024.26.3.1,"July 27, 2024",Service Center Tips,Undocumented Change,,,
2024.26.3.1,"July 27, 2024",Reduce Fan Speed Hint,Undocumented Change,,,
2024.26.3.1,"July 27, 2024",Improved Front Camera Clarity,Undocumented Change,,,
2024.26.3.1,"July 27, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,,,
2024.26.3.1,"July 27, 2024",New Ambient Lighting Options,Undocumented Change,,,
2024.26.3.1,"July 27, 2024",Improved Climate Panel,Undocumented Change,,,
2024.26.5,"August 6, 2024",FSD (Supervised) v12.5.1.2,New Feature,,,
2024.26.5,"August 6, 2024",Vision-Based Attention Monitoring,New Feature,,,
2024.26.5,"August 6, 2024",Full Self-Driving (Supervised),New Feature,,,
2024.26.5,"August 6, 2024",YouTube Music,New Feature,,,
2024.26.5,"August 6, 2024",Go on Green,New Feature,,,
2024.26.5,"August 6, 2024",Vision Speed Limits,New Feature,,,
2024.26.5,"August 6, 2024",Amazon Music,New Feature,,,
2024.26.5,"August 6, 2024",Castle Doombad Classic,New Feature,,,
2024.26.5,"August 6, 2024",Parental Controls,New Feature,,,
2024.26.5,"August 6, 2024",Weather Forecast and Air Quality,New Feature,,,
2024.26.5,"August 6, 2024",Schedule Charge and Preconditioning,New Feature,,,
2024.26.5,"August 6, 2024",Navigate to Sub-Destinations,New Feature,,,
2024.26.5,"August 6, 2024",Other Updates,New Feature,,,
2024.26.5,"August 6, 2024",Security Improvements,New Feature,,,
2024.26.5,"August 6, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,,,
2024.26.5,"August 6, 2024",Hide Music Services Per Profile,Undocumented Change,,,
2024.26.5,"August 6, 2024",Audio Balance Per Profile,Undocumented Change,,,
2024.26.5,"August 6, 2024",Service Center Tips,Undocumented Change,,,
2024.26.5,"August 6, 2024",Reduce Fan Speed Hint,Undocumented Change,,,
2024.26.5,"August 6, 2024",Reduce Fan Speed Option,Undocumented Change,,,
2024.26.5,"August 6, 2024",New Key Required Screen,Undocumented Change,,,
2024.26.5,"August 6, 2024",Improved Front Camera Clarity,Undocumented Change,,,
2024.26.5,"August 6, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,,,
2024.26.5,"August 6, 2024",New Ambient Lighting Options,Undocumented Change,,,
2024.26.5,"August 6, 2024",Improved Climate Panel,Undocumented Change,,,
2024.26.7,"August 11, 2024",Over-the-Air (OTA) Recall,New Feature,,,
2024.26.7,"August 11, 2024",YouTube Music,New Feature,,,
2024.26.7,"August 11, 2024",Go on Green,New Feature,,,
2024.26.7,"August 11, 2024",Vision Speed Limits,New Feature,,,
2024.26.7,"August 11, 2024",Amazon Music,New Feature,,,
2024.26.7,"August 11, 2024",Castle Doombad Classic,New Feature,,,
2024.26.7,"August 11, 2024",Parental Controls,New Feature,,,
2024.26.7,"August 11, 2024",Weather Forecast and Air Quality,New Feature,,,
2024.26.7,"August 11, 2024",Schedule Charge and Preconditioning,New Feature,,,
2024.26.7,"August 11, 2024",Navigate to Sub-Destinations,New Feature,,,
2024.26.7,"August 11, 2024",Other Updates,New Feature,,,
2024.26.7,"August 11, 2024",Security Improvements,New Feature,,,
2024.26.7,"August 11, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,,,
2024.26.7,"August 11, 2024",Hide Music Services Per Profile,Undocumented Change,,,
2024.26.7,"August 11, 2024",Audio Balance Per Profile,Undocumented Change,,,
2024.26.7,"August 11, 2024",Service Center Tips,Undocumented Change,,,
2024.26.7,"August 11, 2024",Reduce Fan Speed Hint,Undocumented Change,,,
2024.26.7,"August 11, 2024",Reduce Fan Speed Option,Undocumented Change,,,
2024.26.7,"August 11, 2024",New Key Required Screen,Undocumented Change,,,
2024.26.7,"August 11, 2024",Improved Front Camera Clarity,Undocumented Change,,,
2024.26.7,"August 11, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,,,
2024.26.7,"August 11, 2024",New Ambient Lighting Options,Undocumented Change,,,
2024.26.7,"August 11, 2024",Improved Climate Panel,Undocumented Change,,,
2024.26.8,"August 22, 2024",Automatic Emergency Braking Improvements,New Feature,,,
2024.26.8,"August 22, 2024",Over-the-Air (OTA) Recall,New Feature,,,
2024.26.8,"August 22, 2024",YouTube Music,New Feature,,,
2024.26.8,"August 22, 2024",Go on Green,New Feature,,,
2024.26.8,"August 22, 2024",Vision Speed Limits,New Feature,,,
2024.26.8,"August 22, 2024",Amazon Music,New Feature,,,
2024.26.8,"August 22, 2024",Castle Doombad Classic,New Feature,,,
2024.26.8,"August 22, 2024",Parental Controls,New Feature,,,
2024.26.8,"August 22, 2024",Weather Forecast and Air Quality,New Feature,,,
2024.26.8,"August 22, 2024",Schedule Charge and Preconditioning,New Feature,,,
2024.26.8,"August 22, 2024",Navigate to Sub-Destinations,New Feature,,,
2024.26.8,"August 22, 2024",Other Updates,New Feature,,,
2024.26.8,"August 22, 2024",Security Improvements,New Feature,,,
2024.26.8,"August 22, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,,,
2024.26.8,"August 22, 2024",Hide Music Services Per Profile,Undocumented Change,,,
2024.26.8,"August 22, 2024",Audio Balance Per Profile,Undocumented Change,,,
2024.26.8,"August 22, 2024",Service Center Tips,Undocumented Change,,,
2024.26.8,"August 22, 2024",Reduce Fan Speed Hint,Undocumented Change,,,
2024.26.8,"August 22, 2024",Reduce Fan Speed Option,Undocumented Change,,,
2024.26.8,"August 22, 2024",New Key Required Screen,Undocumented Change,,,
2024.26.8,"August 22, 2024",Improved Front Camera Clarity,Undocumented Change,,,
2024.26.8,"August 22, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,,,
2024.26.8,"August 22, 2024",New Ambient Lighting Options,Undocumented Change,,,
2024.26.8,"August 22, 2024",Improved Climate Panel,Undocumented Change,,,
2024.32,"August 19, 2024",Construction on Your Route,New Feature,,,
2024.32,"August 19, 2024",Predictive Text for Navigation Searches,New Feature,,,
2024.32,"August 19, 2024",Search This Area,New Feature,,,
2024.32,"August 19, 2024",Mobile App Notification for Tire Service,New Feature,,,
2024.32,"August 19, 2024",Security Improvements,New Feature,,,
2024.32,"August 19, 2024",AutoPark Shift Change,Undocumented Change,,,
2024.32.10,"October 1, 2024",ASS (Actually Smart Summon),New Feature,,,
2024.32.10,"October 1, 2024",New Summon Options,Undocumented Change,,,
2024.32.10,"October 1, 2024",FSD (Supervised) v12.5.4.1,New Feature,,,
2024.32.10,"October 1, 2024",Vision-Based Attention Monitoring,New Feature,,,
2024.32.10,"October 1, 2024",Full Self-Driving (Supervised),New Feature,,,
2024.32.10,"October 1, 2024",LiveOne Powered by Slacker Radio,New Feature,,,
2024.32.10,"October 1, 2024",Vision Autopark,New Feature,,,
2024.32.10,"October 1, 2024",Exclude Home When Using Hands-Free Closures,New Feature,,,
2024.32.10,"October 1, 2024",AutoPark Shift Change,Undocumented Change,,,
2024.32.10,"October 1, 2024",Exclude Home When Using Automatic and Hands-Free Closures,New Feature,,,
2024.32.10,"October 1, 2024",Hands-Free Frunk,New Feature,,,
2024.32.10,"October 1, 2024",Sentry Mode Light Pulsing,New Feature,,,
2024.32.10,"October 1, 2024",Construction on Your Route,New Feature,,,
2024.32.10,"October 1, 2024",Predictive Text for Navigation Searches,New Feature,,,
2024.32.10,"October 1, 2024",Search This Area,New Feature,,,
2024.32.10,"October 1, 2024",Mobile App Notification for Tire Service,New Feature,,,
2024.32.10,"October 1, 2024",Security Improvements,New Feature,,,
2024.32.10,"October 1, 2024",Cancel Lane Change in Autopilot,Undocumented Change,,,
2024.32.100.1,"October 29, 2024",Minor Fixes,New Feature,,,
2024.32.20,"September 30, 2024",FSD (Supervised) v12.5.5,New Feature,,,
2024.32.20,"September 30, 2024",Full Self-Driving (Supervised),New Feature,,,
2024.32.20,"September 30, 2024",LiveOne Powered by Slacker Radio,New Feature,,,
2024.32.20,"September 30, 2024",Vision-Based Attention Monitoring,New Feature,,,
2024.32.20,"September 30, 2024",Mirror in Full Screen,Undocumented Change,,,
2024.32.20,"September 30, 2024",Vision Attention Monitoring Icon,Undocumented Change,,,
2024.32.20,"September 30, 2024",AutoPark Shift Change,Undocumented Change,,,
2024.32.20,"September 30, 2024",Vision Autopark,New Feature,,,
2024.32.20,"September 30, 2024",Exclude Home When Using Hands-Free Closures,New Feature,,,
2024.32.20,"September 30, 2024",Exclude Home When Using Automatic and Hands-Free Closures,New Feature,,,
2024.32.20,"September 30, 2024",Hands-Free Frunk,New Feature,,,
2024.32.20,"September 30, 2024",Sentry Mode Light Pulsing,New Feature,,,
2024.32.20,"September 30, 2024",Construction on Your Route,New Feature,,,
2024.32.20,"September 30, 2024",Predictive Text for Navigation Searches,New Feature,,,
2024.32.20,"September 30, 2024",Search This Area,New Feature,,,
2024.32.20,"September 30, 2024",Mobile App Notification for Tire Service,New Feature,,,
2024.32.20,"September 30, 2024",Security Improvements,New Feature,,,
2024.32.20,"September 30, 2024",Cancel Lane Change in Autopilot,Undocumented Change,,,
2024.32.3,"September 1, 2024",Exclude Home When Using Hands-Free Closures,New Feature,,,
2024.32.3,"September 1, 2024",Exclude Home When Using Automatic and Hands-Free Closures,New Feature,,,
2024.32.3,"September 1, 2024",Hands-Free Frunk,New Feature,,,
2024.32.3,"September 1, 2024",Sentry Mode Light Pulsing,New Feature,,,
2024.32.3,"September 1, 2024",Construction on Your Route,New Feature,,,
2024.32.3,"September 1, 2024",Predictive Text for Navigation Searches,New Feature,,,
2024.32.3,"September 1, 2024",Search This Area,New Feature,,,
2024.32.3,"September 1, 2024",Mobile App Notification for Tire Service,New Feature,,,
2024.32.3,"September 1, 2024",Security Improvements,New Feature,,,
2024.32.3,"September 1, 2024",AutoPark Shift Change,Undocumented Change,,,
2024.32.3,"September 1, 2024",Cancel Lane Change in Autopilot,Undocumented Change,,,
2024.32.30,"October 8, 2024",FSD (Supervised) v12.5.6,New Feature,,,
2024.32.30,"October 8, 2024",Full Self-Driving (Supervised),New Feature,,,
2024.32.30,"October 8, 2024",ASS (Actually Smart Summon),New Feature,,,
2024.32.30,"October 8, 2024",Vision-Based Attention Monitoring,New Feature,,,
2024.32.30,"October 8, 2024",AutoPark Shift Change,Undocumented Change,,,
2024.32.30,"October 8, 2024",Smoother Visualizations,Undocumented Change,,,
2024.32.30,"October 8, 2024",Vision Autopark,New Feature,,,
2024.32.30,"October 8, 2024",LiveOne Powered by Slacker Radio,New Feature,,,
2024.32.30,"October 8, 2024",Exclude Home When Using Hands-Free Closures,New Feature,,,
2024.32.30,"October 8, 2024",Exclude Home When Using Automatic and Hands-Free Closures,New Feature,,,
2024.32.30,"October 8, 2024",Hands-Free Frunk,New Feature,,,
2024.32.30,"October 8, 2024",Sentry Mode Light Pulsing,New Feature,,,
2024.32.30,"October 8, 2024",Construction on Your Route,New Feature,,,
2024.32.30,"October 8, 2024",Predictive Text for Navigation Searches,New Feature,,,
2024.32.30,"October 8, 2024",Search This Area,New Feature,,,
2024.32.30,"October 8, 2024",Mobile App Notification for Tire Service,New Feature,,,
2024.32.30,"October 8, 2024",Security Improvements,New Feature,,,
2024.32.30,"October 8, 2024",Cancel Lane Change in Autopilot,Undocumented Change,,,
2024.32.30,"October 8, 2024",Vision Attention Monitoring Icon,Undocumented Change,,,
2024.32.30,"October 8, 2024",Mirror in Full Screen,Undocumented Change,,,
2024.32.5,"September 9, 2024",Vision Autopark,New Feature,,,
2024.32.5,"September 9, 2024",Exclude Home When Using Hands-Free Closures,New Feature,,,
2024.32.5,"September 9, 2024",Exclude Home When Using Automatic and Hands-Free Closures,New Feature,,,
2024.32.5,"September 9, 2024",Hands-Free Frunk,New Feature,,,
2024.32.5,"September 9, 2024",Sentry Mode Light Pulsing,New Feature,,,
2024.32.5,"September 9, 2024",Construction on Your Route,New Feature,,,
2024.32.5,"September 9, 2024",Predictive Text for Navigation Searches,New Feature,,,
2024.32.5,"September 9, 2024",Search This Area,New Feature,,,
2024.32.5,"September 9, 2024",Mobile App Notification for Tire Service,New Feature,,,
2024.32.5,"September 9, 2024",LiveOne Powered by Slacker Radio,New Feature,,,
2024.32.5,"September 9, 2024",Security Improvements,New Feature,,,
2024.32.5,"September 9, 2024",AutoPark Shift Change,Undocumented Change,,,
2024.32.5,"September 9, 2024",Cancel Lane Change in Autopilot,Undocumented Change,,,
2024.38,"October 3, 2024",Spotify Free,New Feature,,,
2024.38,"October 3, 2024",Custom Mirror Tilted Positions,New Feature,,,
2024.38,"October 3, 2024",LiveOne Powered by Slacker Radio,New Feature,,,
2024.38,"October 3, 2024",Other Updates,New Feature,,,
2024.38,"October 3, 2024",Service History,Undocumented Change,,,
2024.38,"October 3, 2024",Tesla App Commands,Undocumented Change,,,
2024.38.100,"November 8, 2024",Minor Fixes,New Feature,,,
2024.38.2,"October 17, 2024",Sentry Mode Improvements,New Feature,,,
2024.38.2,"October 17, 2024",Spotify Free,New Feature,,,
2024.38.2,"October 17, 2024",Custom Mirror Tilted Positions,New Feature,,,
2024.38.2,"October 17, 2024",LiveOne Powered by Slacker Radio,New Feature,,,
2024.38.2,"October 17, 2024",Other Updates,New Feature,,,
2024.38.2,"October 17, 2024",Tesla App Commands,Undocumented Change,,,
2024.38.2,"October 17, 2024",Curve Assist,Undocumented Change,,,
2024.38.2,"October 17, 2024",Autopilot Hardware Version,Undocumented Change,,,
2024.38.2,"October 17, 2024",WiFi Diagnostics Tool,Undocumented Change,,,
2024.38.2,"October 17, 2024",Improved Voice Recognition,Undocumented Change,,,
2024.38.4,"October 26, 2024",Sentry Mode Improvements,New Feature,,,
2024.38.4,"October 26, 2024",Track Mode: Powertrain Endurance,New Feature,,,
2024.38.4,"October 26, 2024",Spotify Free,New Feature,,,
2024.38.4,"October 26, 2024",Custom Mirror Tilted Positions,New Feature,,,
2024.38.4,"October 26, 2024",LiveOne Powered by Slacker Radio,New Feature,,,
2024.38.4,"October 26, 2024",Other Updates,New Feature,,,
2024.38.4,"October 26, 2024",Service History,Undocumented Change,,,
2024.38.4,"October 26, 2024",Tesla App Commands,Undocumented Change,,,
2024.38.4,"October 26, 2024",Curve Assist,Undocumented Change,,,
2024.38.4,"October 26, 2024",Autopilot Hardware Version,Undocumented Change,,,
2024.38.4,"October 26, 2024",WiFi Diagnostics Tool,Undocumented Change,,,
2024.38.4,"October 26, 2024",Improved Voice Recognition,Undocumented Change,,,
2024.44,"November 2, 2024",Cold Weather Improvements,New Feature,,,
2024.44,"November 2, 2024",Trailer-Friendly Superchargers,New Feature,,,
2024.44,"November 2, 2024",Other Updates,New Feature,,,
2024.44,"November 2, 2024",Smoother Visualizations,Undocumented Change,,,
2024.44,"November 2, 2024",Steering Angle Visualization,Undocumented Change,,,
2024.44,"November 2, 2024",FSD Visualizations With A.S.S.,Undocumented Change,,,
2024.44,"November 2, 2024",Service Mode Improvements,Undocumented Change,,,
2024.44.25,"December 2, 2024",Apple Watch,New Feature,,,
2024.44.25,"December 2, 2024",Mobile App Dashcam Viewer,New Feature,,,
2024.44.25,"December 2, 2024",SiriusXM,New Feature,,,
2024.44.25,"December 2, 2024",Auto Shift (Beta),New Feature,,,
2024.44.25,"December 2, 2024",Set Arrival Energy,New Feature,,,
2024.44.25,"December 2, 2024",Search Along Route,New Feature,,,
2024.44.25,"December 2, 2024",Weather at Destination,New Feature,,,
2024.44.25,"December 2, 2024",Precipitation Map and Weather at Destination,New Feature,,,
2024.44.25,"December 2, 2024",Rear Cross Traffic Alert,New Feature,,,
2024.44.25,"December 2, 2024",TuneIn,New Feature,,,
2024.44.25,"December 2, 2024",Light Show Update,New Feature,,,
2024.44.25,"December 2, 2024",Theater and Video Updates,New Feature,,,
2024.44.25,"December 2, 2024",Boomerang Fu,New Feature,,,
2024.44.25,"December 2, 2024",Seats Control,New Feature,,,
2024.44.25,"December 2, 2024",Maintenance Summary,New Feature,,,
2024.44.25,"December 2, 2024",Minor Updates,New Feature,,,
2024.44.25.2,"December 4, 2024",Apple Watch,New Feature,,,
2024.44.25.2,"December 4, 2024",Mobile App Dashcam Viewer,New Feature,,,
2024.44.25.2,"December 4, 2024",SiriusXM,New Feature,,,
2024.44.25.2,"December 4, 2024",Auto Shift (Beta),New Feature,,,
2024.44.25.2,"December 4, 2024",Set Arrival Energy,New Feature,,,
2024.44.25.2,"December 4, 2024",Search Along Route,New Feature,,,
2024.44.25.2,"December 4, 2024",Weather at Destination,New Feature,,,
2024.44.25.2,"December 4, 2024",Precipitation Map and Weather at Destination,New Feature,,,
2024.44.25.2,"December 4, 2024",Rear Cross Traffic Alert,New Feature,,,
2024.44.25.2,"December 4, 2024",TuneIn,New Feature,,,
2024.44.25.2,"December 4, 2024",Light Show Update,New Feature,,,
2024.44.25.2,"December 4, 2024",Theater and Video Updates,New Feature,,,
2024.44.25.2,"December 4, 2024",Boomerang Fu,New Feature,,,
2024.44.25.2,"December 4, 2024",Seats Control,New Feature,,,
2024.44.25.2,"December 4, 2024",Maintenance Summary,New Feature,,,
2024.44.25.2,"December 4, 2024",Minor Updates,New Feature,,,
2024.44.25.2,"December 4, 2024",Fart on Sit,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Voice Assistant,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Equalizer,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Performance Improvements,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Service Mode Updates,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Rearranged Menus,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Custom Lock Sound,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Ambient Lighting Easter Eggs,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Updated Energy App,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Toll Roads,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Limiting Explicit Content on YouTube Music,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Charging Icons,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Dashcam Viewer Speed,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Tire Pressure Indicator,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Full Screen Theater Improvements,Undocumented Change,,,
2024.44.25.2,"December 4, 2024",Dictate Message Confirmation,Undocumented Change,,,
2024.44.3,"November 19, 2024",Blind Spot Warning While Parked,New Feature,,,
2024.44.3,"November 19, 2024",Autopark Improvements,New Feature,,,
2024.44.3,"November 19, 2024",ASS (Actually Smart Summon),New Feature,,,
2024.44.3,"November 19, 2024",Cold Weather Improvements,New Feature,,,
2024.44.3,"November 19, 2024",Trailer-Friendly Superchargers,New Feature,,,
2024.44.3,"November 19, 2024",Vision Autopark,New Feature,,,
2024.44.3,"November 19, 2024",Other Updates,New Feature,,,
2024.44.3,"November 19, 2024",Smoother Visualizations,Undocumented Change,,,
2024.44.3,"November 19, 2024",Steering Angle Visualization,Undocumented Change,,,
2024.44.3,"November 19, 2024",FSD Visualizations With A.S.S.,Undocumented Change,,,
2024.44.3,"November 19, 2024",Service Mode Improvements,Undocumented Change,,,
2024.44.3.1,"November 23, 2024",Blind Spot Warning While Parked,New Feature,,,
2024.44.3.1,"November 23, 2024",Autopark Improvements,New Feature,,,
2024.44.3.1,"November 23, 2024",ASS (Actually Smart Summon),New Feature,,,
2024.44.3.1,"November 23, 2024",Cold Weather Improvements,New Feature,,,
2024.44.3.1,"November 23, 2024",Trailer-Friendly Superchargers,New Feature,,,
2024.44.3.1,"November 23, 2024",Vision Autopark,New Feature,,,
2024.44.3.1,"November 23, 2024",Minor Updates,New Feature,,,
2024.44.3.1,"November 23, 2024",Smoother Visualizations,Undocumented Change,,,
2024.44.3.1,"November 23, 2024",Steering Angle Visualization,Undocumented Change,,,
2024.44.3.1,"November 23, 2024",FSD Visualizations With A.S.S.,Undocumented Change,,,
2024.44.3.1,"November 23, 2024",Service Mode Improvements,Undocumented Change,,,
2024.44.300,"January 29, 2025",Minor Fixes,New Feature,,,
2024.8.3,"March 12, 2024",One-Time Charge Limit,New Feature,,,
2024.8.3,"March 12, 2024",Danger Zones on Your Route,New Feature,,,
2024.8.3,"March 12, 2024",Adaptive High Beams,New Feature,,,
2024.8.3,"March 12, 2024",Speed Cameras on Your Route,New Feature,,,
2024.8.3,"March 12, 2024",Security Improvements,New Feature,,,
2024.8.3,"March 12, 2024",Windshield Washer,Undocumented Change,,,
2024.8.3,"March 12, 2024",Fold Mirrors Button,Undocumented Change,,,
2024.8.3,"March 12, 2024",Connectivity Icon,Undocumented Change,,,
2024.8.3,"March 12, 2024",Turn Signals,Undocumented Change,,,
2024.8.3,"March 12, 2024",New WiFi Menu,Undocumented Change,,,
2024.8.3,"March 12, 2024",New Bluetooth Menu,Undocumented Change,,,
2024.8.4,"March 15, 2024",Vehicle Alarm Includes Trailer,New Feature,,,
2024.8.4,"March 15, 2024",One-Time Charge Limit,New Feature,,,
2024.8.4,"March 15, 2024",View or Reset Tire Mileage,New Feature,,,
2024.8.4,"March 15, 2024",Rear Passenger Headphones,New Feature,,,
2024.8.4,"March 15, 2024",Auto Wipers,New Feature,,,
2024.8.4,"March 15, 2024",Danger Zones on Your Route,New Feature,,,
2024.8.4,"March 15, 2024",Adaptive High Beams,New Feature,,,
2024.8.4,"March 15, 2024",Speed Cameras on Your Route,New Feature,,,
2024.8.4,"March 15, 2024",Security Improvements,New Feature,,,
2024.8.4,"March 15, 2024",Windshield Washer,Undocumented Change,,,
2024.8.4,"March 15, 2024",Fold Mirrors Button,Undocumented Change,,,
2024.8.4,"March 15, 2024",Connectivity Icon,Undocumented Change,,,
2024.8.4,"March 15, 2024",Turn Signals,Undocumented Change,,,
2024.8.4,"March 15, 2024",New WiFi Menu,Undocumented Change,,,
2024.8.4,"March 15, 2024",New Bluetooth Menu,Undocumented Change,,,
2024.8.7,"March 25, 2024",Vehicle Alarm Includes Trailer,New Feature,,,
2024.8.7,"March 25, 2024",Ultra-Wideband Phone Key,New Feature,,,
2024.8.7,"March 25, 2024",One-Time Charge Limit,New Feature,,,
2024.8.7,"March 25, 2024",View or Reset Tire Mileage,New Feature,,,
2024.8.7,"March 25, 2024",Rear Passenger Headphones,New Feature,,,
2024.8.7,"March 25, 2024",Auto Wipers,New Feature,,,
2024.8.7,"March 25, 2024",Danger Zones on Your Route,New Feature,,,
2024.8.7,"March 25, 2024",Adaptive High Beams,New Feature,,,
2024.8.7,"March 25, 2024",Speed Cameras on Your Route,New Feature,,,
2024.8.7,"March 25, 2024",Security Improvements,New Feature,,,
2024.8.7,"March 25, 2024",Windshield Washer,Undocumented Change,,,
2024.8.7,"March 25, 2024",Fold Mirrors Button,Undocumented Change,,,
2024.8.7,"March 25, 2024",Connectivity Icon,Undocumented Change,,,
2024.8.7,"March 25, 2024",Turn Signals,Undocumented Change,,,
2024.8.7,"March 25, 2024",New WiFi Menu,Undocumented Change,,,
2024.8.7,"March 25, 2024",New Bluetooth Menu,Undocumented Change,,,
2025.14,"April 12, 2025",Adaptive Headlights,New Feature,,,
2025.14,"April 12, 2025",Blind Spot Camera on Driver Screen,New Feature,,,
2025.14,"April 12, 2025",Alternative Trip Plans,New Feature,,,
2025.14,"April 12, 2025",Avoid Highways,New Feature,,,
2025.14,"April 12, 2025",Dashcam Update and Side Camera Recording,New Feature,,,
2025.14,"April 12, 2025",Save Trunk Height Based on Location,New Feature,,,
2025.14,"April 12, 2025",Lane Departure Avoidance,New Feature,,,
2025.14,"April 12, 2025",Save Frunk Height Based on Location,New Feature,,,
2025.14,"April 12, 2025",Comfort Drive Mode in Autopilot,New Feature,,,
2025.14,"April 12, 2025",Keyboard Languages,New Feature,,,
2025.14,"April 12, 2025",Keep Accessory Power On,New Feature,,,
2025.14,"April 12, 2025",Minor Updates,New Feature,,,
2025.14,"April 12, 2025",Improvements to Heated Steering Wheel,Undocumented Change,,,
2025.14,"April 12, 2025",Apple Music Improvements,Undocumented Change,,,
2025.14,"April 12, 2025",Language Support,Undocumented Change,,,
2025.14,"April 12, 2025",Sentry Mode Improvement,Undocumented Change,,,
2025.14,"April 12, 2025",Lane Departure Avoidance Updated to FSD,Undocumented Change,,,
2025.14,"April 12, 2025",Improved Dashcam Viewer,Undocumented Change,,,
2025.14,"April 12, 2025",Camera App,Undocumented Change,,,
2025.14,"April 12, 2025",Speedometer,Undocumented Change,,,
2025.14,"April 12, 2025",Sentry Mode Menu,Undocumented Change,,,
2025.14,"April 12, 2025",Service Mode Release Notes,Undocumented Change,,,
2025.14.100.1,"May 24, 2025",Minor Fixes,New Feature,,,
2025.14.100.1,"May 24, 2025",Improvements to Heated Steering Wheel,Undocumented Change,,,
