version,release_date,feature_name,category,models,hardware,description
2025.38.8.7,"November 12, 2025",Grok (Beta),New Feature,,,
2025.38.8.7,"November 12, 2025",Onboarding Guide,New Feature,,,
2025.38.8.7,"November 12, 2025",Minor Updates,New Feature,,,
2025.38.8.7,"November 12, 2025",Santa Mode,Undocumented Change,,,
2025.38.8.7,"November 12, 2025",New FSD Guide,Undocumented Change,,,
2025.38.8.7,"November 12, 2025",More Charging Information,Undocumented Change,,,
2025.38.8.7,"November 12, 2025",Keep Accessory Power On App Control,Undocumented Change,,,
2025.38.8.7,"November 12, 2025",Buy Parts,Undocumented Change,,,
2025.38.8.7,"November 12, 2025",Charger Visualization,Undocumented Change,,,
2025.38.8.7,"November 12, 2025",Service Mode Improvements,Undocumented Change,,,
2025.38.9.5,"November 21, 2025",FSD (Supervised) v14.2,New Feature,,,
2025.38.9.5,"November 21, 2025",Arrival Options,New Feature,,,
2025.38.9.5,"November 21, 2025",Speed Profiles,New Feature,,,
2025.38.9.5,"November 21, 2025",UI Improvements,New Feature,,,
2025.38.9.5,"November 21, 2025",Brake Confirm,New Feature,,,
2025.38.9.5,"November 21, 2025",Full Self-Driving (Supervised),New Feature,,,
2025.38.9.5,"November 21, 2025",Tron Mode,New Feature,,,
2025.38.9.5,"November 21, 2025",3D Buildings,New Feature,,,
2025.38.9.5,"November 21, 2025",Satellite View,New Feature,,,
2025.38.9.5,"November 21, 2025",Dashcam Viewer Updates,New Feature,,,
2025.38.9.5,"November 21, 2025",Side Cameras Recording,New Feature,,,
2025.38.9.5,"November 21, 2025",New Scroll Wheel Functions,New Feature,,,
2025.38.9.5,"November 21, 2025",Grok (Beta),New Feature,,,
2025.38.9.5,"November 21, 2025",Onboarding Guide,New Feature,,,
2025.38.9.5,"November 21, 2025",Minor Updates,New Feature,,,
2025.38.9.5,"November 21, 2025",Santa Mode,Undocumented Change,,,
2025.38.9.5,"November 21, 2025",New FSD Guide,Undocumented Change,,,
2025.38.9.5,"November 21, 2025",More Charging Information,Undocumented Change,,,
2025.38.9.5,"November 21, 2025",Keep Accessory Power On App Control,Undocumented Change,,,
2025.38.9.5,"November 21, 2025",Buy Parts,Undocumented Change,,,
2025.38.9.5,"November 21, 2025",Charger Visualization,Undocumented Change,,,
2025.38.9.5,"November 21, 2025",Service Mode Improvements,Undocumented Change,,,
2025.38.9.6,"November 27, 2025",FSD (Supervised) v14.2.1,New Feature,,,
2025.38.9.6,"November 27, 2025",Arrival Options,New Feature,,,
2025.38.9.6,"November 27, 2025",Speed Profiles,New Feature,,,
2025.38.9.6,"November 27, 2025",UI Improvements,New Feature,,,
2025.38.9.6,"November 27, 2025",Brake Confirm,New Feature,,,
2025.38.9.6,"November 27, 2025",Full Self-Driving (Supervised),New Feature,,,
2025.38.9.6,"November 27, 2025",Tron Mode,New Feature,,,
2025.38.9.6,"November 27, 2025",3D Buildings,New Feature,,,
2025.38.9.6,"November 27, 2025",Satellite View,New Feature,,,
2025.38.9.6,"November 27, 2025",Dashcam Viewer Updates,New Feature,,,
2025.38.9.6,"November 27, 2025",Side Cameras Recording,New Feature,,,
2025.38.9.6,"November 27, 2025",New Scroll Wheel Functions,New Feature,,,
2025.38.9.6,"November 27, 2025",Grok (Beta),New Feature,,,
2025.38.9.6,"November 27, 2025",Onboarding Guide,New Feature,,,
2025.38.9.6,"November 27, 2025",Minor Updates,New Feature,,,
2025.38.9.6,"November 27, 2025",Santa Mode,Undocumented Change,,,
2025.38.9.6,"November 27, 2025",New FSD Guide,Undocumented Change,,,
2025.38.9.6,"November 27, 2025",More Charging Information,Undocumented Change,,,
2025.38.9.6,"November 27, 2025",Keep Accessory Power On App Control,Undocumented Change,,,
2025.38.9.6,"November 27, 2025",Buy Parts,Undocumented Change,,,
2025.38.9.6,"November 27, 2025",Charger Visualization,Undocumented Change,,,
2025.38.9.6,"November 27, 2025",Service Mode Improvements,Undocumented Change,,,
2025.44,"November 16, 2025",Dashcam Update,New Feature,,,
2025.44,"November 16, 2025",Radio Traffic Announcements,New Feature,,,
2025.44,"November 16, 2025",Minor Update,New Feature,,,
2025.44,"November 16, 2025",Hebrew Language Added,Undocumented Change,,,
2025.44,"November 16, 2025",Service Mode Improvements,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Grok with Navigation Commands (Beta),New Feature,,,
2025.44.25.1,"December 8, 2025",Tesla Photobooth,New Feature,,,
2025.44.25.1,"December 8, 2025",Dog Mode Live Activity on iOS,New Feature,,,
2025.44.25.1,"December 8, 2025",Dashcam Viewer Update,New Feature,,,
2025.44.25.1,"December 8, 2025",Santa Mode Updates,New Feature,,,
2025.44.25.1,"December 8, 2025",Light Show Update,New Feature,,,
2025.44.25.1,"December 8, 2025",Paint Shop,New Feature,,,
2025.44.25.1,"December 8, 2025",Navigation Improvements,New Feature,,,
2025.44.25.1,"December 8, 2025",Automatic HOV Lanes Routing,New Feature,,,
2025.44.25.1,"December 8, 2025",Supercharger Site Maps,New Feature,,,
2025.44.25.1,"December 8, 2025",Phone Left On Wireless Charger,New Feature,,,
2025.44.25.1,"December 8, 2025",Phone Left Behind,New Feature,,,
2025.44.25.1,"December 8, 2025",Save Charge Limit by Location,New Feature,,,
2025.44.25.1,"December 8, 2025",SpaceX Docking Simulator,New Feature,,,
2025.44.25.1,"December 8, 2025",Minor Updates,New Feature,,,
2025.44.25.1,"December 8, 2025",New Wheel Options,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Express Lanes,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Supercharger Live Maps Shows Exact Models,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Dashcam Viewer Zoom Support,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Camera Visibility Warning Improvement,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",V4 Supercharger Visualization,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Wrap & License Plate Icons,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Car Wash Mode Notification,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Parking Brake,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Car Wash Mode Redesign,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Switch to Bluetooth,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",New Visualizations With Unreal Engine,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Air Suspension Controls,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Boomerang Fu Game Removed,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Favorites On Map,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",View Dashcam Storage,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Dashcam Filters,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Hebrew Language Added,Undocumented Change,,,
2025.44.25.1,"December 8, 2025",Service Mode Improvements,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",FSD (Supervised) v14.2.1.25,New Feature,,,
2025.44.25.5,"December 13, 2025",Arrival Options,New Feature,,,
2025.44.25.5,"December 13, 2025",Speed Profiles,New Feature,,,
2025.44.25.5,"December 13, 2025",UI Improvements,New Feature,,,
2025.44.25.5,"December 13, 2025",Brake Confirm,New Feature,,,
2025.44.25.5,"December 13, 2025",Full Self-Driving (Supervised),New Feature,,,
2025.44.25.5,"December 13, 2025",Grok with Navigation Commands (Beta),New Feature,,,
2025.44.25.5,"December 13, 2025",Tesla Photobooth,New Feature,,,
2025.44.25.5,"December 13, 2025",Dog Mode Live Activity on iOS,New Feature,,,
2025.44.25.5,"December 13, 2025",Dashcam Viewer Update,New Feature,,,
2025.44.25.5,"December 13, 2025",Santa Mode Updates,New Feature,,,
2025.44.25.5,"December 13, 2025",Light Show Update,New Feature,,,
2025.44.25.5,"December 13, 2025",Paint Shop,New Feature,,,
2025.44.25.5,"December 13, 2025",Paint Shop Upgrade,New Feature,,,
2025.44.25.5,"December 13, 2025",Navigation Improvements,New Feature,,,
2025.44.25.5,"December 13, 2025",Automatic HOV Lanes Routing,New Feature,,,
2025.44.25.5,"December 13, 2025",Supercharger Site Maps,New Feature,,,
2025.44.25.5,"December 13, 2025",Phone Left On Wireless Charger,New Feature,,,
2025.44.25.5,"December 13, 2025",Phone Left Behind,New Feature,,,
2025.44.25.5,"December 13, 2025",Save Charge Limit by Location,New Feature,,,
2025.44.25.5,"December 13, 2025",SpaceX Docking Simulator,New Feature,,,
2025.44.25.5,"December 13, 2025",Minor Updates,New Feature,,,
2025.44.25.5,"December 13, 2025",New Wheel Options,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Express Lanes,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Supercharger Live Maps Shows Exact Models,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Dashcam Viewer Zoom Support,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Camera Visibility Warning Improvement,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",V4 Supercharger Visualization,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Wrap & License Plate Icons,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Car Wash Mode Notification,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Parking Brake,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Car Wash Mode Redesign,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Switch to Bluetooth,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",New Visualizations With Unreal Engine,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Air Suspension Controls,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Boomerang Fu Game Removed,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Favorites On Map,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",View Dashcam Storage,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Dashcam Filters,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Hebrew Language Added,Undocumented Change,,,
2025.44.25.5,"December 13, 2025",Service Mode Improvements,Undocumented Change,,,
2025.8,"March 2, 2025",Standard Ride & Handling in Autopilot,New Feature,,,
2025.8,"March 2, 2025",Steer-by-wire improvements,New Feature,,,
2025.8,"March 2, 2025",Adjust Ride Height via Tesla App,New Feature,,,
2025.8,"March 2, 2025",Minor Updates,New Feature,,,
2025.8,"March 2, 2025",New Map Icons,Undocumented Change,,,
2025.8,"March 2, 2025",Additional Tool Tips,Undocumented Change,,,
2025.8,"March 2, 2025",Destination Charging,Undocumented Change,,,
2025.8,"March 2, 2025",Navigation Improvements,Undocumented Change,,,
2025.8,"March 2, 2025",Improved Rainbow Road,Undocumented Change,,,
2025.8,"March 2, 2025",Service Mode Release Notes,Undocumented Change,,,
2025.8,"March 2, 2025",Additional Transparency Effects,Undocumented Change,,,
2025.8,"March 2, 2025",Card Transparency,Undocumented Change,,,
2025.8,"March 2, 2025",Energy App,Undocumented Change,,,
2025.8,"March 2, 2025",No Phone Key,Undocumented Change,,,
2025.8,"March 2, 2025",Bluetooth Player,Undocumented Change,,,
2025.8,"March 2, 2025",Trips & Odometer,Undocumented Change,,,
2025.8,"March 2, 2025",Traffic Visualization,Undocumented Change,,,
2025.8.100,"April 11, 2025",Minor Fixes,New Feature,,,
2026.2,"January 22, 2026",Child Left Alone Detection,New Feature,,,
2026.2,"January 22, 2026",Minor Fixes,New Feature,,,
2026.2,"January 22, 2026",Autopilot Name Changes,Undocumented Change,,,
2026.2,"January 22, 2026",Maps Version,Undocumented Change,,,
2026.2,"January 22, 2026",Supercharger Site Maps Expanded,Undocumented Change,,,
2026.2,"January 22, 2026",Service Mode Improvements,Undocumented Change,,,
2026.2.3,"January 27, 2026",Unlatching Charge Cable,New Feature,,,
2026.2.3,"January 27, 2026",Child Left Alone Detection,New Feature,,,
2026.2.3,"January 27, 2026",Minor Fixes,New Feature,,,
2026.2.3,"January 27, 2026",Autopilot Name Changes,Undocumented Change,,,
2026.2.3,"January 27, 2026",Maps Version,Undocumented Change,,,
2026.2.3,"January 27, 2026",Supercharger Site Maps Expanded,Undocumented Change,,,
2026.2.3,"January 27, 2026",Service Mode Improvements,Undocumented Change,,,
2026.2.6,"February 15, 2026",Grok with Navigation Commands (Beta),New Feature,,,
2026.2.6,"February 15, 2026",Unlatching Charge Cable,New Feature,,,
2026.2.6,"February 15, 2026",Child Left Alone Detection,New Feature,,,
2026.2.6,"February 15, 2026",Minor Fixes,New Feature,,,
2026.2.6,"February 15, 2026",Autopilot Name Changes,Undocumented Change,,,
2026.2.6,"February 15, 2026",Maps Version,Undocumented Change,,,
2026.2.6,"February 15, 2026",Supercharger Site Maps Expanded,Undocumented Change,,,
2026.2.6,"February 15, 2026",Service Mode Improvements,Undocumented Change,,,
2026.2.6.1,"February 23, 2026",Active Road Noise Reduction,New Feature,,,
2026.2.6.1,"February 23, 2026",Grok with Navigation Commands (Beta),New Feature,,,
2026.2.6.1,"February 23, 2026",Unlatching Charge Cable,New Feature,,,
2026.2.6.1,"February 23, 2026",Child Left Alone Detection,New Feature,,,
2026.2.6.1,"February 23, 2026",Minor Fixes,New Feature,,,
2026.2.6.1,"February 23, 2026",Autopilot Name Changes,Undocumented Change,,,
2026.2.6.1,"February 23, 2026",Maps Version,Undocumented Change,,,
2026.2.6.1,"February 23, 2026",Supercharger Site Maps Expanded,Undocumented Change,,,
2026.2.6.1,"February 23, 2026",Service Mode Improvements,Undocumented Change,,,
2026.2.6.5,"February 27, 2026",Grok with Navigation Commands (Beta),New Feature,,,
2026.2.6.5,"February 27, 2026",Unlatching Charge Cable,New Feature,,,
2026.2.6.5,"February 27, 2026",FSD (Supervised) v13.2.9 Down Under,New Feature,,,
2026.2.6.5,"February 27, 2026",Full Self-Driving (Supervised) Down Under,New Feature,,,
2026.2.6.5,"February 27, 2026",Vision-Based Attention Monitoring,New Feature,,,
2026.2.6.5,"February 27, 2026",Child Left Alone Detection,New Feature,,,
2026.2.6.5,"February 27, 2026",Minor Fixes,New Feature,,,
2026.2.6.5,"February 27, 2026",Autopilot Name Changes,Undocumented Change,,,
2026.2.6.5,"February 27, 2026",Maps Version,Undocumented Change,,,
2026.2.6.5,"February 27, 2026",Supercharger Site Maps Expanded,Undocumented Change,,,
2026.2.6.5,"February 27, 2026",Service Mode Improvements,Undocumented Change,,,
2026.2.9,"February 28, 2026",Active Road Noise Reduction,New Feature,,,
2026.2.9,"February 28, 2026",Autopilot Naming Update,New Feature,,,
2026.2.9,"February 28, 2026",FSD (Supervised) v14.2.2.5,New Feature,,,
2026.2.9,"February 28, 2026",Arrival Options,New Feature,,,
2026.2.9,"February 28, 2026",Speed Profiles,New Feature,,,
2026.2.9,"February 28, 2026",UI Improvements,New Feature,,,
2026.2.9,"February 28, 2026",Brake Confirm,New Feature,,,
2026.2.9,"February 28, 2026",Full Self-Driving (Supervised),New Feature,,,
2026.2.9,"February 28, 2026",Grok with Navigation Commands (Beta),New Feature,,,
2026.2.9,"February 28, 2026",Unlatching Charge Cable,New Feature,,,
2026.2.9,"February 28, 2026",Child Left Alone Detection,New Feature,,,
2026.2.9,"February 28, 2026",Minor Fixes,New Feature,,,
2026.2.9,"February 28, 2026",Autopilot Name Changes,Undocumented Change,,,
2026.2.9,"February 28, 2026",Maps Version,Undocumented Change,,,
2026.2.9,"February 28, 2026",Supercharger Site Maps Expanded,Undocumented Change,,,
2026.2.9,"February 28, 2026",Service Mode Improvements,Undocumented Change,,,
2026.8,"March 12, 2026",Comfort Braking,New Feature,,,
2026.8,"March 12, 2026",Minor Updates,New Feature,,,
2026.8,"March 12, 2026",Minor Fixes,New Feature,,,
2026.8,"March 12, 2026",Dashcam Viewer Improvements,Undocumented Change,,,
2026.8,"March 12, 2026",Driver Profile,Undocumented Change,,,
2026.8,"March 12, 2026",Slovak Language Support,Undocumented Change,,,
2026.8,"March 12, 2026",Service Mode Improvements,Undocumented Change,,,
2026.8.3,"March 18, 2026",Comfort Braking,New Feature,,,
2026.8.3,"March 18, 2026",Minor Updates,New Feature,,,
2026.8.3,"March 18, 2026",Security Improvements,New Feature,,,
2026.8.3,"March 18, 2026",Minor Fixes,New Feature,,,
2026.8.3,"March 18, 2026",Dashcam Viewer Improvements,Undocumented Change,,,
2026.8.3,"March 18, 2026",Driver Profile,Undocumented Change,,,
2026.8.3,"March 18, 2026",Slovak Language Support,Undocumented Change,,,
2026.8.3,"March 18, 2026",Service Mode Improvements,Undocumented Change,,,
2026.8.6,"April 2, 2026",Comfort Braking,New Feature,,,
2026.8.6,"April 2, 2026",Minor Updates,New Feature,,,
2026.8.6,"April 2, 2026",Security Improvements,New Feature,,,
2026.8.6,"April 2, 2026",Minor Fixes,New Feature,,,
2026.8.6,"April 2, 2026",Dashcam Viewer Improvements,Undocumented Change,,,
2026.8.6,"April 2, 2026",Driver Profile,Undocumented Change,,,
2026.8.6,"April 2, 2026",Slovak Language Support,Undocumented Change,,,
2026.8.6,"April 2, 2026",Service Mode Improvements,Undocumented Change,,,
